,Title,Cast and crew,director,cast_crew,genres,id
1515,Minions: The Rise of Gru,"Kyle Balda (director); Brian Lynch, Matthew Fogel (screenplay); Steve Carell, Taraji P. Henson, Michelle Yeoh, RZA, Jean-Claude Van Damme, Lucy Lawless, Dolph Lundgren, Danny Trejo, Russell Brand, Julie Andrews, Alan Arkin",Kyle Balda ," Steve Carell, Taraji P. Henson, Michelle Yeoh, RZA, Jean-Claude Van Damme, Lucy Lawless, Dolph Lundgren, Danny Trejo, Russell Brand, Julie Andrews, Alan Arkin",Animation Adventure Comedy Fantasy,438148
1516,The Forgiven,"John Michael McDonagh (director/screenplay); Ralph Fiennes, Jessica Chastain, Matt Smith, Ismael Kanater, Caleb Landry Jones, Abbey Lee, Mourad Zaoui, Marie-Josée Croze, Alex Jennings, Saïd Taghmaoui, Christopher Abbott",John Michael McDonagh ," Ralph Fiennes, Jessica Chastain, Matt Smith, Ismael Kanater, Caleb Landry Jones, Abbey Lee, Mourad Zaoui, Marie-Josée Croze, Alex Jennings, Saïd Taghmaoui, Christopher Abbott",Drama,522927
1517,Mr. Malcolm's List,"Emma Holly Jones (director); Suzanne Allain (screenplay); Freida Pinto, Sope Dirisu, Oliver Jackson-Cohen, Ashley Park, Zawe Ashton, Theo James",Emma Holly Jones ," Freida Pinto, Sope Dirisu, Oliver Jackson-Cohen, Ashley Park, Zawe Ashton, Theo James",Comedy Romance History,716532
1518,The Princess,"Le-Van Kiet (director); Ben Lustig, Jake Thornton (screenplay); Joey King, Dominic Cooper, Olga Kurylenko, Veronica Ngo",Le-Van Kiet ," Joey King, Dominic Cooper, Olga Kurylenko, Veronica Ngo",Fantasy Action,759175
1519,Hot Seat,"James Cullen Bressack (director); Collin Watts, Leon Langford (screenplay); Kevin Dillon, Mel Gibson, Shannen Doherty",James Cullen Bressack ," Kevin Dillon, Mel Gibson, Shannen Doherty",Thriller Action,888195
1520,"Hello, Goodbye, and Everything In Between","Michael Lewen (director); Ben York Jones, Amy Reed (screenplay); Talia Ryder, Jordan Fisher, Ayo Edebiri, Nico Hiraga, Jennifer Robertson, Patrick Sabongui",Michael Lewen ," Talia Ryder, Jordan Fisher, Ayo Edebiri, Nico Hiraga, Jennifer Robertson, Patrick Sabongui",Romance Drama,745376
1521,Thor: Love and Thunder,"Taika Waititi (director/screenplay); Jennifer Kaytin Robinson (screenplay); Chris Hemsworth, Christian Bale, Tessa Thompson, Jaimie Alexander, Taika Waititi, Russell Crowe, Natalie Portman",Taika Waititi ," Chris Hemsworth, Christian Bale, Tessa Thompson, Jaimie Alexander, Taika Waititi, Russell Crowe, Natalie Portman",Action Adventure Fantasy,616037
1522,The Gray Man,"Anthony Russo, Joe Russo (directors): Joe Russo, Christopher Markus, Stephen McFeely (screenplay); Ryan Gosling, Chris Evans, Ana de Armas, Jessica Henwick, Regé-Jean Page, Wagner Moura, Julia Butters, Dhanush, Alfre Woodard, Billy Bob Thornton","Anthony Russo, Joe Russo "," Ryan Gosling, Chris Evans, Ana de Armas, Jessica Henwick, Regé-Jean Page, Wagner Moura, Julia Butters, Dhanush, Alfre Woodard, Billy Bob Thornton",Action Thriller,725201
1523,Paws of Fury: The Legend of Hank,"Rob Minkoff, Mark Koetsier (directors); Ed Stone, Nate Hopper, Robert Ben Garant (screenplay); Michael Cera, Ricky Gervais, Mel Brooks, George Takei, Gabriel Iglesias, Djimon Hounsou, Michelle Yeoh, Kylie Kuioka, Samuel L. Jackson","Rob Minkoff, Mark Koetsier "," Michael Cera, Ricky Gervais, Mel Brooks, George Takei, Gabriel Iglesias, Djimon Hounsou, Michelle Yeoh, Kylie Kuioka, Samuel L. Jackson",Family Comedy Animation Action,366672
1524,Where the Crawdads Sing,"Olivia Newman (director); Lucy Alibar (screenplay); Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson, Michael Hyatt, Sterling Macer Jr., David Strathairn",Olivia Newman ," Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson, Michael Hyatt, Sterling Macer Jr., David Strathairn",Drama Mystery Thriller,682507
1525,Mrs. Harris Goes to Paris,"Anthony Fabian (director/screenplay); Carroll Cartwright, Keith Thompson, Olivia Hetreed (screenplay); Lesley Manville, Isabelle Huppert, Lambert Wilson, Alba Baptista, Lucas Bravo, Ellen Thomas, Rose Williams, Jason Isaacs",Anthony Fabian ," Lesley Manville, Isabelle Huppert, Lambert Wilson, Alba Baptista, Lucas Bravo, Ellen Thomas, Rose Williams, Jason Isaacs",Comedy Drama,754609
1526,Persuasion,"Carrie Cracknell (director); Ronald Bass, Alice Victoria Winslow (screenplay); Dakota Johnson, Cosmo Jarvis, Nikki Amuka-Bird, Mia McKenna-Bruce, Richard E. Grant, Henry Golding",Carrie Cracknell ," Dakota Johnson, Cosmo Jarvis, Nikki Amuka-Bird, Mia McKenna-Bruce, Richard E. Grant, Henry Golding",Romance Drama Comedy,820912
1527,Gone in the Night,"Eli Horowitz (director/screenplay); Matthew Derby (screenplay); Winona Ryder, Dermot Mulroney, John Gallagher Jr., Owen Teague, Brianne Tju",Eli Horowitz ," Winona Ryder, Dermot Mulroney, John Gallagher Jr., Owen Teague, Brianne Tju",Mystery Thriller,874355
1528,1Up,"Kyle Newman (director); Julia Yorks (screenplay); Paris Berelc, Taylor Zakhar Perez, Hari Nef, Kevin Farley, Ruby Rose",Kyle Newman ," Paris Berelc, Taylor Zakhar Perez, Hari Nef, Kevin Farley, Ruby Rose",Comedy,767401
1529,Wrong Place,"Mike Burns (director); Bill Lawrence (screenplay); Ashley Greene, Bruce Willis",Mike Burns ," Ashley Greene, Bruce Willis",Action Crime Thriller,921353
1530,Don't Make Me Go,"Hannah Marks (director); Vera Herbert (screenplay); John Cho, Mia Isaac",Hannah Marks ," John Cho, Mia Isaac",Drama,861072
1531,He's Watching,"Jacob Aaron Estes (director/screenplay); Iris Serena Estes, Lucas Steel Estes",Jacob Aaron Estes ," Iris Serena Estes, Lucas Steel Estes",Thriller TV Movie,546233
1532,Nope,"Jordan Peele (director/screenplay); Daniel Kaluuya, Keke Palmer, Steven Yeun, Brandon Perea, Michael Wincott, Wrenn Schmidt, Barbie Ferreira, Keith David",Jordan Peele ," Daniel Kaluuya, Keke Palmer, Steven Yeun, Brandon Perea, Michael Wincott, Wrenn Schmidt, Barbie Ferreira, Keith David",Horror Mystery Science Fiction Thriller,762504
1533,Anything's Possible,"Billy Porter (director); Ximena García Lecuona (screenplay); Eva Reign, Abubakr Ali, Renée Elise Goldsberry",Billy Porter ," Eva Reign, Abubakr Ali, Renée Elise Goldsberry",Romance Comedy Drama,787787
1534,Alone Together,"Katie Holmes (director/screenplay); Katie Holmes, Jim Sturgess, Derek Luke, Becky Ann Baker, Zosia Mamet, Melissa Leo",Katie Holmes ," Katie Holmes, Jim Sturgess, Derek Luke, Becky Ann Baker, Zosia Mamet, Melissa Leo",Drama Romance,826113
1535,DC League of Super-Pets,"Jared Stern (director/screenplay); John Whittington (screenplay); Dwayne Johnson, Kevin Hart, Kate McKinnon, John Krasinski, Vanessa Bayer, Natasha Lyonne, Diego Luna, Thomas Middleditch, Ben Schwartz, Keanu Reeves",Jared Stern ," Dwayne Johnson, Kevin Hart, Kate McKinnon, John Krasinski, Vanessa Bayer, Natasha Lyonne, Diego Luna, Thomas Middleditch, Ben Schwartz, Keanu Reeves",Animation Action Family Science Fiction Comedy,539681
1536,Thirteen Lives,"Ron Howard (director); William Nicholson (screenplay); Viggo Mortensen, Colin Farrell, Joel Edgerton, Tom Bateman",Ron Howard ," Viggo Mortensen, Colin Farrell, Joel Edgerton, Tom Bateman",Drama Thriller Action Adventure,698948
1537,Vengeance,"B. J. Novak (director/screenplay); B. J. Novak, Boyd Holbrook, Dove Cameron, Issa Rae, Ashton Kutcher",B. J. Novak ," B. J. Novak, Boyd Holbrook, Dove Cameron, Issa Rae, Ashton Kutcher",Horror Action,982543
1538,Sharp Stick,"Lena Dunham (director/screenplay); Kristine Froseth, Jon Bernthal, Luka Sabbat, Scott Speedman, Lena Dunham, Ebon Moss-Bachrach, Taylour Paige, Jennifer Jason Leigh",Lena Dunham ," Kristine Froseth, Jon Bernthal, Luka Sabbat, Scott Speedman, Lena Dunham, Ebon Moss-Bachrach, Taylour Paige, Jennifer Jason Leigh",Comedy,801913
1539,Not Okay,"Quinn Shephard (director/screenplay); Zoey Deutch, Mia Isaac, Nadia Alexander, Embeth Davidtz, Karan Soni, Dylan O'Brien",Quinn Shephard ," Zoey Deutch, Mia Isaac, Nadia Alexander, Embeth Davidtz, Karan Soni, Dylan O'Brien",Comedy Drama,838330
1540,Paradise Highway,"Anna Gutto (director/screenplay); Juliette Binoche, Frank Grillo, Hala Finley, Cameron Monaghan, Morgan Freeman",Anna Gutto ," Juliette Binoche, Frank Grillo, Hala Finley, Cameron Monaghan, Morgan Freeman",Thriller Crime Drama,939979
1541,Resurrection,"Andrew Semans (director/screenplay); Rebecca Hall, Grace Kaufman, Michael Esper, Tim Roth",Andrew Semans ," Rebecca Hall, Grace Kaufman, Michael Esper, Tim Roth",Action Crime Thriller,278924
1542,A Love Song,"Max Walker-Silverman (director/screenplay); Dale Dickey, Wes Studi",Max Walker-Silverman ," Dale Dickey, Wes Studi",Drama,9953
1543,Honor Society,"Oran Zegman (director); David A. Goodman (screenplay); Angourie Rice, Gaten Matarazzo, Christopher Mintz-Plasse",Oran Zegman ," Angourie Rice, Gaten Matarazzo, Christopher Mintz-Plasse",Comedy,929170
1544,Allegoria,"Spider One (director/screenplay); John Ennis, Bryce Johnson, Edward Hong, Adam Busch, Adam Marcinowski",Spider One ," John Ennis, Bryce Johnson, Edward Hong, Adam Busch, Adam Marcinowski",Horror,968351
1545,Bullet Train,"David Leitch (director); Zak Olkewicz (screenplay); Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Benito A Martínez Ocasio, Sandra Bullock",David Leitch ," Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Benito A Martínez Ocasio, Sandra Bullock",Action Comedy Thriller,718930
1546,Luck,"Peggy Holmes (director); Kiel Murray, Jonathan Aibel, Glenn Berger (screenplay); Eva Noblezada, Simon Pegg, Jane Fonda, Whoopi Goldberg, Flula Borg, Lil Rel Howery, Colin O'Donoghue, John Ratzenberger",Peggy Holmes ," Eva Noblezada, Simon Pegg, Jane Fonda, Whoopi Goldberg, Flula Borg, Lil Rel Howery, Colin O'Donoghue, John Ratzenberger",Animation Adventure Comedy Fantasy,585511
1547,Prey,"Dan Trachtenberg (director); Patrick Aison (screenplay); Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope, Dane DiLiegro",Dan Trachtenberg ," Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope, Dane DiLiegro",Thriller Action Science Fiction,766507
1548,Prey,"Dan Trachtenberg (director); Patrick Aison (screenplay); Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope, Dane DiLiegro",Dan Trachtenberg ," Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope, Dane DiLiegro",Thriller Action Science Fiction,766507
1549,Easter Sunday,"Jay Chandrasekhar (director); Ken Cheng, Kate Angelo (screenplay); Jo Koy, Jimmy O. Yang, Tia Carrere, Brandon Wardell, Eva Noblezada, Tiffany Haddish, Lou Diamond Phillips",Jay Chandrasekhar ," Jo Koy, Jimmy O. Yang, Tia Carrere, Brandon Wardell, Eva Noblezada, Tiffany Haddish, Lou Diamond Phillips",Comedy,824281
1550,Rise of the Teenage Mutant Ninja Turtles: The Movie,"Ant Ward, Andy Suriano (directors); Tony Gama-Lobo, Rebecca May (screenplay); Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith, Josh Brener, Kat Graham, Eric Bauza, Haley Joel Osment","Ant Ward, Andy Suriano "," Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith, Josh Brener, Kat Graham, Eric Bauza, Haley Joel Osment",Animation Action Comedy Family Science Fiction,765172
1551,Bodies Bodies Bodies,"Halina Reijn (director); Sarah DeLappe (screenplay); Amandla Stenberg, Maria Bakalova, Myha'la Herrold, Chase Sui Wonders, Rachel Sennott, Lee Pace, Pete Davidson",Halina Reijn ," Amandla Stenberg, Maria Bakalova, Myha'la Herrold, Chase Sui Wonders, Rachel Sennott, Lee Pace, Pete Davidson",Comedy Horror Thriller,520023
1552,They/Them,"John Logan (director/screenplay); Kevin Bacon, Carrie Preston, Anna Chlumsky, Theo Germaine, Austin Crute",John Logan ," Kevin Bacon, Carrie Preston, Anna Chlumsky, Theo Germaine, Austin Crute",Horror Thriller,816977
1553,Secret Headquarters,"Henry Joost, Ariel Schulman (directors/screenplay); Christopher Yost, Josh Koenigsberg (screenplay); Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña","Henry Joost, Ariel Schulman "," Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña",Science Fiction Adventure Action,791155
1554,Day Shift,"J. J. Perry (director); Tyler Tice, Shay Hatten (screenplay); Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good, Karla Souza, Steve Howey, Scott Adkins, Snoop Dogg",J. J. Perry ," Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good, Karla Souza, Steve Howey, Scott Adkins, Snoop Dogg",Action Fantasy Horror Comedy,755566
1555,Mack & Rita,"Katie Aselton (director); Madeline Walter, Paul Welsh (screenplay); Diane Keaton, Taylour Paige, Elizabeth Lail, Loretta Devine, Amy Hill, Lois Smith, Wendie Malick, Simon Rex, Martin Short, Dustin Milligan",Katie Aselton ," Diane Keaton, Taylour Paige, Elizabeth Lail, Loretta Devine, Amy Hill, Lois Smith, Wendie Malick, Simon Rex, Martin Short, Dustin Milligan",Comedy Fantasy,808087
1556,Fall,"Scott Mann (director/screenplay); Jonathan Frank (screenplay); Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan",Scott Mann ," Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan",Thriller,985939
1557,Emily the Criminal,"John Patton Ford (director/screenplay); Aubrey Plaza, Theo Rossi, Megalyn Echikunwoke, Gina Gershon",John Patton Ford ," Aubrey Plaza, Theo Rossi, Megalyn Echikunwoke, Gina Gershon",Crime Thriller,862965
1558,Summering,"James Ponsoldt (director/screenplay); Benjamin Percy (screenplay); Lia Barnett, Lake Bell, Sarah Cooper, Ashley Madekwe, Madalen Mills, Megan Mullaly",James Ponsoldt ," Lia Barnett, Lake Bell, Sarah Cooper, Ashley Madekwe, Madalen Mills, Megan Mullaly",Drama,860155
1559,Beast,"Baltasar Kormákur (director); Ryan Engle, Jaime Primak (screenplay); Idris Elba, Iyana Halley, Leah Sava Jeffries, Sharlto Copley",Baltasar Kormákur ," Idris Elba, Iyana Halley, Leah Sava Jeffries, Sharlto Copley",Thriller Horror,760741
1560,Orphan: First Kill,"William Brent Bell (director); David Coggeshall (screenplay); Isabelle Fuhrman, Rossif Sutherland, Hiro Kanagawa, Matthew Finlan, Julia Stiles",William Brent Bell ," Isabelle Fuhrman, Rossif Sutherland, Hiro Kanagawa, Matthew Finlan, Julia Stiles",Horror Thriller Crime Mystery,760161
1561,Spin Me Round,"Jeff Baena (director/screenplay); Alison Brie (screenplay); Alison Brie, Alessandro Nivola, Molly Shannon, Tim Heidecker, Zach Woods, Fred Armisen, Debby Ryan, Lil Rel Howery, Aubrey Plaza",Jeff Baena ," Alison Brie, Alessandro Nivola, Molly Shannon, Tim Heidecker, Zach Woods, Fred Armisen, Debby Ryan, Lil Rel Howery, Aubrey Plaza",Comedy,826942
1562,Delia's Gone,"Robert Budreau (director/screenplay); Stephan James, Marisa Tomei, Paul Walter Hauser, Travis Fimmel",Robert Budreau ," Stephan James, Marisa Tomei, Paul Walter Hauser, Travis Fimmel",Drama Mystery Thriller,756307
1563,Three Thousand Years of Longing,"George Miller (director/screenplay); Augusta Gore (screenplay); Idris Elba, Tilda Swinton",George Miller ," Idris Elba, Tilda Swinton",Fantasy Drama Romance,556694
1564,Samaritan,"Julius Avery (director); Bragi F. Schut (screenplay); Sylvester Stallone, Javon Walton, Pilou Asbæk, Dascha Polanco, Moises Arias",Julius Avery ," Sylvester Stallone, Javon Walton, Pilou Asbæk, Dascha Polanco, Moises Arias",Action Drama Science Fiction,629176
1565,Me Time,"John Hamburg (director/screenplay); Kevin Hart, Mark Wahlberg, Regina Hall, Luis Gerardo Méndez, Jimmy O. Yang",John Hamburg ," Kevin Hart, Mark Wahlberg, Regina Hall, Luis Gerardo Méndez, Jimmy O. Yang",Comedy,862551
1566,The Invitation,"Jessica M. Thompson (director); Blair Butler (screenplay); Nathalie Emmanuel, Thomas Doherty, Stephanie Corneliussen, Alana Boden, Hugh Skinner, Sean Pertwee",Jessica M. Thompson ," Nathalie Emmanuel, Thomas Doherty, Stephanie Corneliussen, Alana Boden, Hugh Skinner, Sean Pertwee",Horror Thriller,830788
1567,Breaking,"Abi Damaris Corbin (director/screenplay); Kwame Kwei-Armah (screenplay); John Boyega, Nicole Beharie, Selenis Leyva, Connie Britton, Jeffrey Donovan, Michael K. Williams",Abi Damaris Corbin ," John Boyega, Nicole Beharie, Selenis Leyva, Connie Britton, Jeffrey Donovan, Michael K. Williams",Thriller Drama Action,616803
1568,Funny Pages,"Owen Kline (director/screenplay); Daniel Zolghadri, Matthew Maher, Miles Emanuel, Maria Dizzia, Josh Pais",Owen Kline ," Daniel Zolghadri, Matthew Maher, Miles Emanuel, Maria Dizzia, Josh Pais",Comedy,583095
1569,Honk for Jesus. Save Your Soul.,"Adamma Ebo (director/screenplay); Regina Hall, Sterling K. Brown, Austin Crute, Conphidance, Nicole Beharie",Adamma Ebo ," Regina Hall, Sterling K. Brown, Austin Crute, Conphidance, Nicole Beharie",Comedy,848331
1570,Gigi & Nate,"Nick Hamm (director); David Hudgins (screenplay); Marcia Gay Harden, Charlie Rowe, Josephine Langford, Zoe Colletti, Hannah Alligood, Jim Belushi, Diane Ladd",Nick Hamm ," Marcia Gay Harden, Charlie Rowe, Josephine Langford, Zoe Colletti, Hannah Alligood, Jim Belushi, Diane Ladd",Drama,829503
1571,Wire Room,"Matt Eskandari (director); Brandon Stiefer (screenplay); Kevin Dillon, Bruce Willis",Matt Eskandari ," Kevin Dillon, Bruce Willis",Action Crime Thriller,921360
1572,After Ever Happy,"Castille Landon (director); Sharon Soboli (screenplay); Hero Fiennes-Tiffin, Josephine Langford, Louise Lombard, Kiana Madeira, Chance Perdomo, Rob Estes, Carter Jenkins, Arielle Kebbel, Stephen Moyer, Mira Sorvino",Castille Landon ," Hero Fiennes-Tiffin, Josephine Langford, Louise Lombard, Kiana Madeira, Chance Perdomo, Rob Estes, Carter Jenkins, Arielle Kebbel, Stephen Moyer, Mira Sorvino",Romance Drama,744276
1573,Barbarian,"Zach Cregger (director/screenplay); Georgina Campbell, Bill Skarsgård, Justin Long",Zach Cregger ," Georgina Campbell, Bill Skarsgård, Justin Long",Thriller Horror,913290
1574,End of the Road,"Millicent Shelton (director); Christopher J. Moore, David Loughery (screenplay); Queen Latifah, Ludacris, Beau Bridges",Millicent Shelton ," Queen Latifah, Ludacris, Beau Bridges",Thriller Drama Crime,773975
1575,Flight/Risk,"Karim Amer, Omar Mullick (directors)","Karim Amer, Omar Mullick ",Karim Amer,Documentary,1001869
1576,Clerks III,"Kevin Smith (director/screenplay); Brian O'Halloran, Jeff Anderson, Trevor Fehrman, Austin Zajur, Jason Mewes, Marilyn Ghigliotti, Rosario Dawson, Kevin Smith",Kevin Smith ," Brian O'Halloran, Jeff Anderson, Trevor Fehrman, Austin Zajur, Jason Mewes, Marilyn Ghigliotti, Rosario Dawson, Kevin Smith",Comedy,635891
1577,The Woman King,"Gina Prince-Bythewood (director/screenplay); Dana Stevens (screenplay); Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim, Hero Fiennes Tiffin, John Boyega",Gina Prince-Bythewood ," Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim, Hero Fiennes Tiffin, John Boyega",Drama History Action,724495
1578,See How They Run,"Tom George (director); Mark Chappell (screenplay); Saoirse Ronan, Sam Rockwell, Adrien Brody, Ruth Wilson, Reece Shearsmith, Harris Dickinson, David Oyelowo",Tom George ," Saoirse Ronan, Sam Rockwell, Adrien Brody, Ruth Wilson, Reece Shearsmith, Harris Dickinson, David Oyelowo",Mystery Comedy Crime,766475
1579,Blonde,"Andrew Dominik (director/screenplay); Ana de Armas, Adrien Brody, Bobby Cannavale, Xavier Samuel, Julianne Nicholson",Andrew Dominik ," Ana de Armas, Adrien Brody, Bobby Cannavale, Xavier Samuel, Julianne Nicholson",Comedy Romance,8835
1580,Pearl,"Ti West (director/screenplay); Mia Goth (screenplay); Mia Goth, David Corenswet, Tandi Wright, Matthew Sutherland, Emma Jenkins-Purro",Ti West ," Mia Goth, David Corenswet, Tandi Wright, Matthew Sutherland, Emma Jenkins-Purro",Action War History Romance Drama,676
